Date,FacilityId,Certification,Automation_Level,Capacity,Production,Capacity_Utilization,Automation_Factor,Employee_Count
2022-11-01,FAC074,IATF 16949,High,99140,91770,0.9257,1.2,2460
2022-12-01,FAC074,IATF 16949,High,99140,90844,0.9163,1.2,2470
2023-01-01,FAC074,IATF 16949,High,99140,90618,0.914,1.2,2340
2023-02-01,FAC074,IATF 16949,High,99140,92443,0.9324,1.2,2290
2023-03-01,FAC074,IATF 16949,High,99140,86746,0.875,1.2,2020
2023-04-01,FAC074,IATF 16949,High,99140,49570,0.5,1.2,1230
2023-05-01,FAC074,IATF 16949,High,99140,92318,0.9312,1.2,2510
2023-06-01,FAC074,IATF 16949,High,99140,99086,0.9995,1.2,2750
2023-07-01,FAC074,IATF 16949,High,99140,93800,0.9461,1.2,2600
2023-08-01,FAC074,IATF 16949,High,99140,90094,0.9088,1.2,2320
2023-09-01,FAC074,IATF 16949,High,99140,90828,0.9162,1.2,2220
2023-10-01,FAC074,IATF 16949,High,99140,92154,0.9295,1.2,2520
2023-11-01,FAC074,IATF 16949,High,99140,95429,0.9626,1.2,2350
2023-12-01,FAC074,IATF 16949,High,99140,97995,0.9885,1.2,2580
2024-01-01,FAC074,IATF 16949,High,99140,99140,1.0,1.2,2900
2024-02-01,FAC074,IATF 16949,High,99140,96459,0.973,1.2,2360
2024-03-01,FAC074,IATF 16949,High,99140,93944,0.9476,1.2,2610
2024-04-01,FAC074,IATF 16949,High,99140,93265,0.9407,1.2,2270
2024-05-01,FAC074,IATF 16949,High,99140,89358,0.9013,1.2,2210
2024-06-01,FAC074,IATF 16949,High,99140,92266,0.9307,1.2,2510
2024-07-01,FAC074,IATF 16949,High,99140,94475,0.9529,1.2,2380
2024-08-01,FAC074,IATF 16949,High,99140,94816,0.9564,1.2,2620
2024-09-01,FAC074,IATF 16949,High,99140,97523,0.9837,1.2,2730
2024-10-01,FAC074,IATF 16949,High,99140,97461,0.9831,1.2,2540
2024-11-01,FAC074,IATF 16949,High,99140,99140,1.0,1.2,2660
2024-12-01,FAC074,IATF 16949,High,99140,49570,0.5,1.2,1250
2025-01-01,FAC074,IATF 16949,High,107402,92327,0.8596,1.2,2520
2025-02-01,FAC074,IATF 16949,High,107402,53701,0.5,1.2,1440
2025-03-01,FAC074,IATF 16949,High,107402,92610,0.8623,1.2,2500
2025-04-01,FAC074,IATF 16949,High,107402,97828,0.9109,1.2,2640
2025-05-01,FAC074,IATF 16949,High,107402,102235,0.9519,1.2,2630
2025-06-01,FAC074,IATF 16949,High,107402,103934,0.9677,1.2,2650
2025-07-01,FAC074,IATF 16949,High,107402,53701,0.5,1.2,1360
2025-08-01,FAC074,IATF 16949,High,107402,98823,0.9201,1.2,2610
2025-09-01,FAC074,IATF 16949,High,107402,53701,0.5,1.2,1390
2025-10-01,FAC074,IATF 16949,High,107402,102218,0.9517,1.2,2590
2025-11-01,FAC074,IATF 16949,High,107402,104548,0.9734,1.2,2560
2025-12-01,FAC074,IATF 16949,High,107402,102854,0.9577,1.2,2840
2016-01-01,FAC075,IATF 16949,Low,97474,72577,0.7446,1.05,2220
2016-02-01,FAC075,IATF 16949,Low,97474,71503,0.7336,1.05,2040
2016-03-01,FAC075,IATF 16949,Low,97474,64146,0.6581,1.05,1910
2016-04-01,FAC075,IATF 16949,Low,97474,67718,0.6947,1.05,2060
2016-05-01,FAC075,IATF 16949,Low,97474,76677,0.7866,1.05,2370
2016-06-01,FAC075,IATF 16949,Low,97474,74351,0.7628,1.05,1970
2016-07-01,FAC075,IATF 16949,Low,97474,76509,0.7849,1.05,2440
2016-08-01,FAC075,IATF 16949,Low,97474,68097,0.6986,1.05,2130
2016-09-01,FAC075,IATF 16949,Low,97474,68447,0.7022,1.05,2060
2016-10-01,FAC075,IATF 16949,Low,97474,74178,0.761,1.05,2240
2016-11-01,FAC075,IATF 16949,Low,97474,71114,0.7296,1.05,2240
2016-12-01,FAC075,IATF 16949,Low,97474,75494,0.7745,1.05,2470
2017-01-01,FAC075,IATF 16949,Low,97474,75659,0.7762,1.05,2050
2017-02-01,FAC075,IATF 16949,Low,97474,72505,0.7438,1.05,2150
2017-03-01,FAC075,IATF 16949,Low,97474,67644,0.694,1.05,1970
2017-04-01,FAC075,IATF 16949,Low,97474,48737,0.5,1.05,1460
2017-05-01,FAC075,IATF 16949,Low,97474,72087,0.7396,1.05,2090
2017-06-01,FAC075,IATF 16949,Low,97474,48737,0.5,1.05,1530
2017-07-01,FAC075,IATF 16949,Low,97474,69085,0.7088,1.05,2140
2017-08-01,FAC075,IATF 16949,Low,97474,74447,0.7638,1.05,2160
2017-09-01,FAC075,IATF 16949,Low,97474,77135,0.7913,1.05,2220
2017-10-01,FAC075,IATF 16949,Low,97474,73358,0.7526,1.05,2080
2017-11-01,FAC075,IATF 16949,Low,97474,77880,0.799,1.05,2210
2017-12-01,FAC075,IATF 16949,Low,97474,69304,0.711,1.05,2170
2018-01-01,FAC075,IATF 16949,Low,97474,72259,0.7413,1.05,2080
2018-02-01,FAC075,IATF 16949,Low,97474,65239,0.6693,1.05,2070
2018-03-01,FAC075,IATF 16949,Low,97474,72362,0.7424,1.05,2200
2018-04-01,FAC075,IATF 16949,Low,97474,81469,0.8358,1.05,2340
2018-05-01,FAC075,IATF 16949,Low,97474,82458,0.8459,1.05,2370
2018-06-01,FAC075,IATF 16949,Low,97474,48737,0.5,1.05,1420
2018-07-01,FAC075,IATF 16949,Low,97474,73791,0.757,1.05,2250
2018-08-01,FAC075,IATF 16949,Low,97474,69541,0.7134,1.05,1990
2018-09-01,FAC075,IATF 16949,Low,97474,71551,0.7341,1.05,2210
2018-10-01,FAC075,IATF 16949,Low,97474,48737,0.5,1.05,1520
2018-11-01,FAC075,IATF 16949,Low,97474,77344,0.7935,1.05,2390
2018-12-01,FAC075,IATF 16949,Low,97474,59034,0.6056,1.05,1870
2019-01-01,FAC075,IATF 16949,Low,107221,76389,0.7124,1.05,2260
2019-02-01,FAC075,IATF 16949,Low,107221,75125,0.7007,1.05,2120
2019-03-01,FAC075,IATF 16949,Low,107221,84641,0.7894,1.05,2450
2019-04-01,FAC075,IATF 16949,Low,107221,86508,0.8068,1.05,2650
2019-05-01,FAC075,IATF 16949,Low,107221,53610,0.5,1.05,1690
2019-06-01,FAC075,IATF 16949,Low,107221,81834,0.7632,1.05,2650
2019-07-01,FAC075,IATF 16949,Low,107221,53610,0.5,1.05,1570
2019-08-01,FAC075,IATF 16949,Low,107221,78110,0.7285,1.05,2080
2019-09-01,FAC075,IATF 16949,Low,107221,82928,0.7734,1.05,2440
2019-10-01,FAC075,IATF 16949,Low,107221,82383,0.7683,1.05,2560
2019-11-01,FAC075,IATF 16949,Low,107221,83926,0.7827,1.05,2720
2019-12-01,FAC075,IATF 16949,Low,107221,77970,0.7272,1.05,2240
2020-01-01,FAC075,IATF 16949,Low,107221,75303,0.7023,1.05,2110
2020-02-01,FAC075,IATF 16949,Low,107221,86330,0.8052,1.05,2300
2020-03-01,FAC075,IATF 16949,Low,107221,89419,0.834,1.05,2500
2020-04-01,FAC075,IATF 16949,Low,107221,78119,0.7286,1.05,2170
2020-05-01,FAC075,IATF 16949,Low,107221,86081,0.8028,1.05,2680
2020-06-01,FAC075,IATF 16949,Low,107221,85750,0.7998,1.05,2550
2020-07-01,FAC075,IATF 16949,Low,107221,53610,0.5,1.05,1560
2020-08-01,FAC075,IATF 16949,Low,107221,77122,0.7193,1.05,2340
2020-09-01,FAC075,IATF 16949,Low,107221,91246,0.851,1.05,2700
2020-10-01,FAC075,IATF 16949,Low,107221,76050,0.7093,1.05,2420
2020-11-01,FAC075,IATF 16949,Low,107221,77152,0.7196,1.05,2470
2020-12-01,FAC075,IATF 16949,Low,107221,81887,0.7637,1.05,2300
2021-01-01,FAC075,IATF 16949,Low,107221,77523,0.723,1.05,2190
2021-02-01,FAC075,IATF 16949,Low,107221,81196,0.7573,1.05,2430
2021-03-01,FAC075,IATF 16949,Low,107221,79559,0.742,1.05,2440
2021-04-01,FAC075,IATF 16949,Low,107221,78009,0.7276,1.05,2170
2021-05-01,FAC075,IATF 16949,Low,107221,90344,0.8426,1.05,2530
2021-06-01,FAC075,IATF 16949,Low,107221,86475,0.8065,1.05,2590
2021-07-01,FAC075,IATF 16949,Low,107221,78367,0.7309,1.05,2210
2021-08-01,FAC075,IATF 16949,Low,107221,79274,0.7394,1.05,2380
2021-09-01,FAC075,IATF 16949,Low,107221,80550,0.7513,1.05,2280
2021-10-01,FAC075,IATF 16949,Low,107221,79606,0.7424,1.05,2310
2021-11-01,FAC075,IATF 16949,Low,107221,84561,0.7887,1.05,2380
2021-12-01,FAC075,IATF 16949,Low,107221,79524,0.7417,1.05,2390
2022-01-01,FAC075,IATF 16949,Low,116968,92247,0.7887,1.05,2870
2022-02-01,FAC075,IATF 16949,Low,116968,91706,0.784,1.05,2560
2022-03-01,FAC075,IATF 16949,Low,116968,82154,0.7024,1.05,2370
2022-04-01,FAC075,IATF 16949,Low,116968,58484,0.5,1.05,1610
2022-05-01,FAC075,IATF 16949,Low,116968,84529,0.7227,1.05,2360
2022-06-01,FAC075,IATF 16949,Low,116968,92357,0.7896,1.05,2640
2022-07-01,FAC075,IATF 16949,Low,116968,86941,0.7433,1.05,2620
2022-08-01,FAC075,IATF 16949,Low,116968,89521,0.7653,1.05,2570
2022-09-01,FAC075,IATF 16949,Low,116968,87910,0.7516,1.05,2670
2022-10-01,FAC075,IATF 16949,Low,116968,92904,0.7943,1.05,2920
2022-11-01,FAC075,IATF 16949,Low,116968,85785,0.7334,1.05,2420
2022-12-01,FAC075,IATF 16949,Low,116968,86344,0.7382,1.05,2690
2023-01-01,FAC075,IATF 16949,Low,116968,81451,0.6964,1.05,2310
2023-02-01,FAC075,IATF 16949,Low,116968,58484,0.5,1.05,1650
2023-03-01,FAC075,IATF 16949,Low,116968,87231,0.7458,1.05,2420
2023-04-01,FAC075,IATF 16949,Low,116968,83972,0.7179,1.05,2450
2023-05-01,FAC075,IATF 16949,Low,116968,94867,0.8111,1.05,2860
2023-06-01,FAC075,IATF 16949,Low,116968,91742,0.7843,1.05,2890
2023-07-01,FAC075,IATF 16949,Low,116968,88104,0.7532,1.05,2610
2023-08-01,FAC075,IATF 16949,Low,116968,92792,0.7933,1.05,2680
2023-09-01,FAC075,IATF 16949,Low,116968,94721,0.8098,1.05,2830
2023-10-01,FAC075,IATF 16949,Low,116968,87276,0.7462,1.05,2810
2023-11-01,FAC075,IATF 16949,Low,116968,76416,0.6533,1.05,2350
2023-12-01,FAC075,IATF 16949,Low,116968,86837,0.7424,1.05,2640
2024-01-01,FAC075,IATF 16949,Low,116968,75417,0.6448,1.05,2310
2024-02-01,FAC075,IATF 16949,Low,116968,87406,0.7473,1.05,2460
2024-03-01,FAC075,IATF 16949,Low,116968,89955,0.7691,1.05,2640
2024-04-01,FAC075,IATF 16949,Low,116968,100368,0.8581,1.05,2960
2024-05-01,FAC075,IATF 16949,Low,116968,78690,0.6727,1.05,2190
2024-06-01,FAC075,IATF 16949,Low,116968,96621,0.826,1.05,2850
2024-07-01,FAC075,IATF 16949,Low,116968,81581,0.6975,1.05,2400
2024-08-01,FAC075,IATF 16949,Low,116968,92522,0.791,1.05,2680
2024-09-01,FAC075,IATF 16949,Low,116968,88038,0.7527,1.05,2820
2024-10-01,FAC075,IATF 16949,Low,116968,82164,0.7024,1.05,2440
2024-11-01,FAC075,IATF 16949,Low,116968,93342,0.798,1.05,2580
2024-12-01,FAC075,IATF 16949,Low,116968,95060,0.8127,1.05,2780
2025-01-01,FAC075,IATF 16949,Low,126716,93744,0.7398,1.05,2820
2025-02-01,FAC075,IATF 16949,Low,126716,90363,0.7131,1.05,2680
2025-03-01,FAC075,IATF 16949,Low,126716,91726,0.7239,1.05,2610
2025-04-01,FAC075,IATF 16949,Low,126716,94900,0.7489,1.05,2570
2025-05-01,FAC075,IATF 16949,Low,126716,104153,0.8219,1.05,3260
2025-06-01,FAC075,IATF 16949,Low,126716,87956,0.6941,1.05,2590
2025-07-01,FAC075,IATF 16949,Low,126716,88949,0.702,1.05,2630
2025-08-01,FAC075,IATF 16949,Low,126716,97409,0.7687,1.05,2950
2025-09-01,FAC075,IATF 16949,Low,126716,104610,0.8255,1.05,3260
2025-10-01,FAC075,IATF 16949,Low,126716,88281,0.6967,1.05,2560
2025-11-01,FAC075,IATF 16949,Low,126716,89699,0.7079,1.05,2670
2025-12-01,FAC075,IATF 16949,Low,126716,108549,0.8566,1.05,3190
2016-01-01,FAC076,OHSAS 18001,High,121170,121170,1.0,1.2,2890
2016-02-01,FAC076,OHSAS 18001,High,121170,111346,0.9189,1.2,2790
2016-03-01,FAC076,OHSAS 18001,High,121170,113724,0.9385,1.2,2940
2016-04-01,FAC076,OHSAS 18001,High,121170,60585,0.5,1.2,1540
2016-05-01,FAC076,OHSAS 18001,High,121170,113537,0.937,1.2,2820
2016-06-01,FAC076,OHSAS 18001,High,121170,121170,1.0,1.2,3020
2016-07-01,FAC076,OHSAS 18001,High,121170,112005,0.9244,1.2,3040
2016-08-01,FAC076,OHSAS 18001,High,121170,115347,0.9519,1.2,3030
2016-09-01,FAC076,OHSAS 18001,High,121170,114468,0.9447,1.2,2870
2016-10-01,FAC076,OHSAS 18001,High,121170,115044,0.9494,1.2,2970
2016-11-01,FAC076,OHSAS 18001,High,121170,121170,1.0,1.2,3270
2016-12-01,FAC076,OHSAS 18001,High,121170,111675,0.9216,1.2,3090
2017-01-01,FAC076,OHSAS 18001,High,121170,120464,0.9942,1.2,3250
2017-02-01,FAC076,OHSAS 18001,High,121170,108073,0.8919,1.2,2670
2017-03-01,FAC076,OHSAS 18001,High,121170,121170,1.0,1.2,3170
2017-04-01,FAC076,OHSAS 18001,High,121170,110819,0.9146,1.2,2970
2017-05-01,FAC076,OHSAS 18001,High,121170,107983,0.8912,1.2,3000
2017-06-01,FAC076,OHSAS 18001,High,121170,113073,0.9332,1.2,2800
2017-07-01,FAC076,OHSAS 18001,High,121170,121170,1.0,1.2,3180
2017-08-01,FAC076,OHSAS 18001,High,121170,120429,0.9939,1.2,3110
2017-09-01,FAC076,OHSAS 18001,High,121170,109088,0.9003,1.2,2760
2017-10-01,FAC076,OHSAS 18001,High,121170,113799,0.9392,1.2,2940
2017-11-01,FAC076,OHSAS 18001,High,121170,105152,0.8678,1.2,2740
2017-12-01,FAC076,OHSAS 18001,High,121170,116373,0.9604,1.2,2980
2018-01-01,FAC076,OHSAS 18001,High,121170,115355,0.952,1.2,2960
2018-02-01,FAC076,OHSAS 18001,High,121170,117483,0.9696,1.2,3000
2018-03-01,FAC076,OHSAS 18001,High,121170,108439,0.8949,1.2,2690
2018-04-01,FAC076,OHSAS 18001,High,121170,120242,0.9923,1.2,2840
2018-05-01,FAC076,OHSAS 18001,High,121170,116131,0.9584,1.2,3080
2018-06-01,FAC076,OHSAS 18001,High,121170,114497,0.9449,1.2,2790
2018-07-01,FAC076,OHSAS 18001,High,121170,121170,1.0,1.2,2970
2018-08-01,FAC076,OHSAS 18001,High,121170,121170,1.0,1.2,3280
2018-09-01,FAC076,OHSAS 18001,High,121170,114809,0.9475,1.2,3220
2018-10-01,FAC076,OHSAS 18001,High,121170,60585,0.5,1.2,1600
2018-11-01,FAC076,OHSAS 18001,High,121170,118551,0.9784,1.2,3210
2018-12-01,FAC076,OHSAS 18001,High,121170,116355,0.9603,1.2,3040
2019-01-01,FAC076,OHSAS 18001,High,133287,122789,0.9212,1.2,3190
2019-02-01,FAC076,OHSAS 18001,High,133287,123349,0.9254,1.2,3490
2019-03-01,FAC076,OHSAS 18001,High,133287,131923,0.9898,1.2,3600
2019-04-01,FAC076,OHSAS 18001,High,133287,117666,0.8828,1.2,2900
2019-05-01,FAC076,OHSAS 18001,High,133287,131536,0.9869,1.2,3270
2019-06-01,FAC076,OHSAS 18001,High,133287,133287,1.0,1.2,3390
2019-07-01,FAC076,OHSAS 18001,High,133287,124382,0.9332,1.2,3060
2019-08-01,FAC076,OHSAS 18001,High,133287,125465,0.9413,1.2,3110
2019-09-01,FAC076,OHSAS 18001,High,133287,126422,0.9485,1.2,3360
2019-10-01,FAC076,OHSAS 18001,High,133287,121856,0.9142,1.2,3330
2019-11-01,FAC076,OHSAS 18001,High,133287,133287,1.0,1.2,3560
2019-12-01,FAC076,OHSAS 18001,High,133287,127781,0.9587,1.2,3420
2020-01-01,FAC076,OHSAS 18001,High,133287,118987,0.8927,1.2,3030
2020-02-01,FAC076,OHSAS 18001,High,133287,119727,0.8983,1.2,3280
2020-03-01,FAC076,OHSAS 18001,High,133287,123101,0.9236,1.2,3020
2020-04-01,FAC076,OHSAS 18001,High,133287,126825,0.9515,1.2,3460
2020-05-01,FAC076,OHSAS 18001,High,133287,133287,1.0,1.2,3650
2020-06-01,FAC076,OHSAS 18001,High,133287,111928,0.8398,1.2,2750
2020-07-01,FAC076,OHSAS 18001,High,133287,127243,0.9547,1.2,3450
2020-08-01,FAC076,OHSAS 18001,High,133287,129914,0.9747,1.2,3430
2020-09-01,FAC076,OHSAS 18001,High,133287,126788,0.9512,1.2,3090
2020-10-01,FAC076,OHSAS 18001,High,133287,121721,0.9132,1.2,2790
2020-11-01,FAC076,OHSAS 18001,High,133287,125318,0.9402,1.2,3170
2020-12-01,FAC076,OHSAS 18001,High,133287,133287,1.0,1.2,3470
2021-01-01,FAC076,OHSAS 18001,High,133287,133287,1.0,1.2,3310
2021-02-01,FAC076,OHSAS 18001,High,133287,133287,1.0,1.2,3430
2021-03-01,FAC076,OHSAS 18001,High,133287,120495,0.904,1.2,2900
2021-04-01,FAC076,OHSAS 18001,High,133287,130311,0.9777,1.2,3260
2021-05-01,FAC076,OHSAS 18001,High,133287,126866,0.9518,1.2,2970
2021-06-01,FAC076,OHSAS 18001,High,133287,133287,1.0,1.2,3310
2021-07-01,FAC076,OHSAS 18001,High,133287,66643,0.5,1.2,1720
2021-08-01,FAC076,OHSAS 18001,High,133287,126350,0.948,1.2,3110
2021-09-01,FAC076,OHSAS 18001,High,133287,106987,0.8027,1.2,2890
2021-10-01,FAC076,OHSAS 18001,High,133287,126235,0.9471,1.2,3140
2021-11-01,FAC076,OHSAS 18001,High,133287,118872,0.8918,1.2,3310
2021-12-01,FAC076,OHSAS 18001,High,133287,127213,0.9544,1.2,3100
2022-01-01,FAC076,OHSAS 18001,High,145404,142594,0.9807,1.2,3780
2022-02-01,FAC076,OHSAS 18001,High,145404,124908,0.859,1.2,3290
2022-03-01,FAC076,OHSAS 18001,High,145404,138183,0.9503,1.2,3550
2022-04-01,FAC076,OHSAS 18001,High,145404,132705,0.9127,1.2,3390
2022-05-01,FAC076,OHSAS 18001,High,145404,145404,1.0,1.2,3790
2022-06-01,FAC076,OHSAS 18001,High,145404,136577,0.9393,1.2,3850
2022-07-01,FAC076,OHSAS 18001,High,145404,145375,0.9998,1.2,3770
2022-08-01,FAC076,OHSAS 18001,High,145404,135080,0.929,1.2,3720
2022-09-01,FAC076,OHSAS 18001,High,145404,136549,0.9391,1.2,3840
2022-10-01,FAC076,OHSAS 18001,High,145404,145404,1.0,1.2,4050
2022-11-01,FAC076,OHSAS 18001,High,145404,145404,1.0,1.2,3610
2022-12-01,FAC076,OHSAS 18001,High,145404,145404,1.0,1.2,4000
2023-01-01,FAC076,OHSAS 18001,High,145404,136230,0.9369,1.2,3550
2023-02-01,FAC076,OHSAS 18001,High,145404,136346,0.9377,1.2,3310
2023-03-01,FAC076,OHSAS 18001,High,145404,133118,0.9155,1.2,3490
2023-04-01,FAC076,OHSAS 18001,High,145404,72702,0.5,1.2,1920
2023-05-01,FAC076,OHSAS 18001,High,145404,134577,0.9255,1.2,3370
2023-06-01,FAC076,OHSAS 18001,High,145404,140916,0.9691,1.2,3550
2023-07-01,FAC076,OHSAS 18001,High,145404,137716,0.9471,1.2,3680
2023-08-01,FAC076,OHSAS 18001,High,145404,142420,0.9795,1.2,3800
2023-09-01,FAC076,OHSAS 18001,High,145404,72702,0.5,1.2,1990
2023-10-01,FAC076,OHSAS 18001,High,145404,135654,0.9329,1.2,3830
2023-11-01,FAC076,OHSAS 18001,High,145404,141833,0.9754,1.2,3700
2023-12-01,FAC076,OHSAS 18001,High,145404,131998,0.9078,1.2,3810
2024-01-01,FAC076,OHSAS 18001,High,145404,134309,0.9237,1.2,3440
2024-02-01,FAC076,OHSAS 18001,High,145404,140809,0.9684,1.2,3530
2024-03-01,FAC076,OHSAS 18001,High,145404,136305,0.9374,1.2,3530
2024-04-01,FAC076,OHSAS 18001,High,145404,140260,0.9646,1.2,3620
2024-05-01,FAC076,OHSAS 18001,High,145404,144545,0.9941,1.2,3860
2024-06-01,FAC076,OHSAS 18001,High,145404,142254,0.9783,1.2,3770
2024-07-01,FAC076,OHSAS 18001,High,145404,139796,0.9614,1.2,3610
2024-08-01,FAC076,OHSAS 18001,High,145404,134725,0.9266,1.2,3160
2024-09-01,FAC076,OHSAS 18001,High,145404,135526,0.9321,1.2,3510
2024-10-01,FAC076,OHSAS 18001,High,145404,72702,0.5,1.2,1820
2024-11-01,FAC076,OHSAS 18001,High,145404,130894,0.9002,1.2,3280
2024-12-01,FAC076,OHSAS 18001,High,145404,136578,0.9393,1.2,3390
2025-01-01,FAC076,OHSAS 18001,High,157521,157521,1.0,1.2,4059
2025-02-01,FAC076,OHSAS 18001,High,157521,157358,0.999,1.2,4120
2025-03-01,FAC076,OHSAS 18001,High,157521,157054,0.997,1.2,3740
2025-04-01,FAC076,OHSAS 18001,High,157521,157521,1.0,1.2,3770
2025-05-01,FAC076,OHSAS 18001,High,157521,151470,0.9616,1.2,3840
2025-06-01,FAC076,OHSAS 18001,High,157521,142524,0.9048,1.2,3930
2025-07-01,FAC076,OHSAS 18001,High,157521,142965,0.9076,1.2,3600
2025-08-01,FAC076,OHSAS 18001,High,157521,154246,0.9792,1.2,4210
2025-09-01,FAC076,OHSAS 18001,High,157521,144628,0.9182,1.2,3650
2025-10-01,FAC076,OHSAS 18001,High,157521,153396,0.9738,1.2,4030
2025-11-01,FAC076,OHSAS 18001,High,157521,148837,0.9449,1.2,3710
2025-12-01,FAC076,OHSAS 18001,High,157521,157521,1.0,1.2,4460
2016-01-01,FAC077,OHSAS 18001,Medium,94936,83897,0.8837,1.1,2400
2016-02-01,FAC077,OHSAS 18001,Medium,94936,78763,0.8296,1.1,2120
2016-03-01,FAC077,OHSAS 18001,Medium,94936,72651,0.7653,1.1,1970
2016-04-01,FAC077,OHSAS 18001,Medium,94936,80337,0.8462,1.1,2310
2016-05-01,FAC077,OHSAS 18001,Medium,94936,75651,0.7969,1.1,2170
2016-06-01,FAC077,OHSAS 18001,Medium,94936,77855,0.8201,1.1,2220
2016-07-01,FAC077,OHSAS 18001,Medium,94936,91058,0.9592,1.1,2750
2016-08-01,FAC077,OHSAS 18001,Medium,94936,90344,0.9516,1.1,2350
2016-09-01,FAC077,OHSAS 18001,Medium,94936,47468,0.5,1.1,1430
2016-10-01,FAC077,OHSAS 18001,Medium,94936,85723,0.903,1.1,2600
2016-11-01,FAC077,OHSAS 18001,Medium,94936,74959,0.7896,1.1,2410
2016-12-01,FAC077,OHSAS 18001,Medium,94936,83987,0.8847,1.1,2670
2017-01-01,FAC077,OHSAS 18001,Medium,94936,87830,0.9251,1.1,2490
2017-02-01,FAC077,OHSAS 18001,Medium,94936,47468,0.5,1.1,1360
2017-03-01,FAC077,OHSAS 18001,Medium,94936,75586,0.7962,1.1,1860
2017-04-01,FAC077,OHSAS 18001,Medium,94936,81337,0.8568,1.1,2390
2017-05-01,FAC077,OHSAS 18001,Medium,94936,82382,0.8678,1.1,2430
2017-06-01,FAC077,OHSAS 18001,Medium,94936,84231,0.8872,1.1,2330
2017-07-01,FAC077,OHSAS 18001,Medium,94936,80238,0.8452,1.1,2220
2017-08-01,FAC077,OHSAS 18001,Medium,94936,75993,0.8005,1.1,2320
2017-09-01,FAC077,OHSAS 18001,Medium,94936,83441,0.8789,1.1,2490
2017-10-01,FAC077,OHSAS 18001,Medium,94936,74245,0.7821,1.1,2029
2017-11-01,FAC077,OHSAS 18001,Medium,94936,80795,0.851,1.1,2630
2017-12-01,FAC077,OHSAS 18001,Medium,94936,83190,0.8763,1.1,2530
2018-01-01,FAC077,OHSAS 18001,Medium,94936,81293,0.8563,1.1,2350
2018-02-01,FAC077,OHSAS 18001,Medium,94936,79239,0.8347,1.1,1980
2018-03-01,FAC077,OHSAS 18001,Medium,94936,47468,0.5,1.1,1310
2018-04-01,FAC077,OHSAS 18001,Medium,94936,75834,0.7988,1.1,2260
2018-05-01,FAC077,OHSAS 18001,Medium,94936,88953,0.937,1.1,2480
2018-06-01,FAC077,OHSAS 18001,Medium,94936,77925,0.8208,1.1,2290
2018-07-01,FAC077,OHSAS 18001,Medium,94936,80747,0.8505,1.1,2320
2018-08-01,FAC077,OHSAS 18001,Medium,94936,83104,0.8754,1.1,2360
2018-09-01,FAC077,OHSAS 18001,Medium,94936,47468,0.5,1.1,1320
2018-10-01,FAC077,OHSAS 18001,Medium,94936,80668,0.8497,1.1,2190
2018-11-01,FAC077,OHSAS 18001,Medium,94936,81707,0.8607,1.1,2340
2018-12-01,FAC077,OHSAS 18001,Medium,94936,79700,0.8395,1.1,2020
2019-01-01,FAC077,OHSAS 18001,Medium,104429,90924,0.8707,1.1,2710
2019-02-01,FAC077,OHSAS 18001,Medium,104429,79835,0.7645,1.1,2410
2019-03-01,FAC077,OHSAS 18001,Medium,104429,88962,0.8519,1.1,2680
2019-04-01,FAC077,OHSAS 18001,Medium,104429,80393,0.7698,1.1,2350
2019-05-01,FAC077,OHSAS 18001,Medium,104429,93789,0.8981,1.1,2830
2019-06-01,FAC077,OHSAS 18001,Medium,104429,88129,0.8439,1.1,2570
2019-07-01,FAC077,OHSAS 18001,Medium,104429,90882,0.8703,1.1,2550
2019-08-01,FAC077,OHSAS 18001,Medium,104429,86105,0.8245,1.1,2420
2019-09-01,FAC077,OHSAS 18001,Medium,104429,83749,0.802,1.1,2430
2019-10-01,FAC077,OHSAS 18001,Medium,104429,89665,0.8586,1.1,2620
2019-11-01,FAC077,OHSAS 18001,Medium,104429,86029,0.8238,1.1,2370
2019-12-01,FAC077,OHSAS 18001,Medium,104429,77610,0.7432,1.1,2150
2020-01-01,FAC077,OHSAS 18001,Medium,104429,95588,0.9153,1.1,2840
2020-02-01,FAC077,OHSAS 18001,Medium,104429,95313,0.9127,1.1,2630
2020-03-01,FAC077,OHSAS 18001,Medium,104429,87871,0.8414,1.1,2220
2020-04-01,FAC077,OHSAS 18001,Medium,104429,81143,0.777,1.1,2340
2020-05-01,FAC077,OHSAS 18001,Medium,104429,104230,0.9981,1.1,3120
2020-06-01,FAC077,OHSAS 18001,Medium,104429,93822,0.8984,1.1,2770
2020-07-01,FAC077,OHSAS 18001,Medium,104429,81441,0.7799,1.1,2190
2020-08-01,FAC077,OHSAS 18001,Medium,104429,88071,0.8434,1.1,2500
2020-09-01,FAC077,OHSAS 18001,Medium,104429,94442,0.9044,1.1,2590
2020-10-01,FAC077,OHSAS 18001,Medium,104429,90162,0.8634,1.1,2790
2020-11-01,FAC077,OHSAS 18001,Medium,104429,87796,0.8407,1.1,2500
2020-12-01,FAC077,OHSAS 18001,Medium,104429,90664,0.8682,1.1,2630
2021-01-01,FAC077,OHSAS 18001,Medium,104429,85245,0.8163,1.1,2270
2021-02-01,FAC077,OHSAS 18001,Medium,104429,96254,0.9217,1.1,2710
2021-03-01,FAC077,OHSAS 18001,Medium,104429,92483,0.8856,1.1,2760
2021-04-01,FAC077,OHSAS 18001,Medium,104429,90209,0.8638,1.1,2580
2021-05-01,FAC077,OHSAS 18001,Medium,104429,83607,0.8006,1.1,2370
